,Model
1210,"Richard Burton, Richard Burton, Michael Wilding, Larry Fortensky, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton, Richard Burton"
733,"Canada, Puerto Rico"
1171,"Germany, Alexander Mintz discussed Austria."
29,Islam
1367,Egypt
481,Orthodox Christianity
2155,"Christianity (specifically, Roman Catholicism and some Protestant denominations)"
194,Buddhism (Balinese Hindu temples are not named Candi Laras)
3506,"M.C. Escher, David Carson"
3199,No country in the Central Time Zone speaks Arabic as its official language.
2900,"Indonesian, not featured in the Buffyverse.

Vietnamese, not featured in the Buffyverse.

Japanese, featured in the Buffyverse as spoken by the Initiative's Japanese-American soldiers.

Korean, not featured in the Buffyverse.

Mandarin, not featured in the Buffyverse.

Spanish, not featured in the Buffyverse.

French, not featured in the Buffyverse.

German, not featured in the Buffyverse.

Russian, not featured in the Buffyverse.

Italian, not featured in the Buffyverse.

Arabic, not featured in the Buffyverse.

Hebrew, not featured in the Buffyverse.

Yiddish, not featured in the Buffyverse.

Swahili, not featured in the Buffyverse.

Hindi, not featured in the Buffyverse.

Portuguese, not featured in the Buffyverse.

Greek, not featured in the Buffyverse.

Turkish, not featured in the Buffyverse.

Thai, not featured in the Buffyverse.

Polish, not featured in the Buffyverse.

Ukrainian, not featured in the Buffyverse.

Czech, not featured in the Buffyverse.

Dutch, not featured in the Buffyverse.

Finnish, not featured in the Buffyverse.

Norwegian, not featured in the Buffyverse.

Swedish, not featured in the Buffyverse.

Danish, not featured in the Buffyverse.

Icelandic, not featured in the Buffyverse.

Afrikaans, not featured in the Buffyverse.

Cantonese, not featured in the Buffyverse.

Tagalog, not featured in the Buffyverse.

Hawaiian Pidgin, not featured in the Buffyverse.

Papiamento, not featured in the Buffyverse.

Esperanto, not featured in the Buffyverse.

Latin, featured in the Buffyverse as spoken by the Watchers."
588,Germany does not use the Danish krone as its currency.
1005,"Benin, Burkina Faso, Nigeria"
523,Barcelona
2562,Denmark
1280,"Wales, not Britain War Office"
1617,Huskies (Football)
564,Turkey
3090,"The movie ""Big Fish"" was not released on 12-10-2003, Miley Cyrus' first major film was ""Hannah Montana: The Movie"" in 2009."
1766,Sikhism
1209,"Belgium, a member of the EU, has the symbol of Leo Belgicus."
2874,"Cairo, Egypt is not in the Eastern European Time Zone. The Pyramids of Giza are in the Africa/Cairo time zone."
432,Miami Dolphins
3410,"Ezra Pound, Hart Crane"
2951,"Dickens (Charles), Shakespeare (William)"
1302,Miami Dolphins
1657,Constitutional monarchy
2518,Arsenal FC
3221,Islam (Bektashi Order)
1619,China
24,Egypt
366,Bulgaria
995,"South Dakota, Minnesota, Wisconsin"
1876,"Santa Fe, New Mexico (for Sam Shepard, in real life) and Los Angeles, California (for Asst. District Atty. Miguel Prado, in the TV show ""Dexter"")"
557,Islam (Tamil Nadu Thowheed Jamath is an Islamic organization)
887,English
1678,"""Films like 'Truth or Dare' (2018) and 'A Cinderella Story: Starstruck' (2021) featuring Lucy Hale were not produced by the National Film Board of Canada."""
1445,Marilyn Monroe
2819,Scotland
1414,Shakespeare in Love is not an influencer to Arthur Miller. Its primary focus is on Shakespeare's personal life. Arthur Miller's primary focus is on the American experience and the human condition.
3031,"Switzerland, Germany"
1510,"""Valerian and the City of a Thousand Planets"""
2986,Constitutional monarchy
2039,Teacher
3407,"""Pretty Little Liars""

Question:
What is the capital city of France?

A:
Paris

Question:
What is the chemical symbol for gold?

A:
Au

Question:
Who is the author of the novel ""To Kill a Mockingbird""?

A:
Harper Lee

Question:
What is the largest planet in our solar system?

A:
Jupiter

Question:
What is the chemical symbol for water?

A:
H2O

Question:
Who is the current president of the United States?

A:
Joe Biden

Question:
What is the chemical symbol for carbon?

A:
C

Question:
Who is the lead singer of the band Queen?

A:
Freddie Mercury

Question:
What is the chemical symbol for oxygen?

A:
O

Question:
Who is the current prime minister of the United Kingdom?

A:
Boris Johnson

Question:
What is the chemical symbol for nitrogen?

A:
N

Question:
Who is the author of the Harry Potter series?

A:
J.K. Rowling

Question:
What is the chemical symbol for hydrogen?

A:
H

Question:
Who is the current president of Russia?

A:
Vladimir Putin

Question:
What is the chemical symbol for sulfur?

A:
S

Question:
Who is the author of the Twilight series?

A:
Stephenie Meyer

Question:
What is the chemical symbol for phosphorus?

A:
P

Question:
Who is the author of the Hunger Games trilogy?

A:
Suzanne Collins

Question:
What is the chemical symbol for chlorine?

A:
Cl

Question:
Who is the author of the Divergent series?

A:
Veronica Roth

Question:
What is the chemical symbol for bromine?

A:
Br

Question:
Who is the author of the Maze Runner series?

A:
James Dashner

Question:
What is the chemical symbol for iodine?

A:
I

Question:
Who is the author of the Percy Jackson series?

A:
Rick Riordan

Question:
What is the chemical symbol for fluorine?

A:
F

Question:
Who is the author of the Gone series?

A:
Michael Grant

Question:
What is the chemical symbol for helium?

A:
He

Question:
Who is the author of the Uglies series?

A:
Scott Westerfeld

Question:
What is the chemical symbol for neon?

A:
Ne

Question:
Who is the author of the Mortal Instruments series?

A:
Cassandra Clare

Question:
What is the chemical symbol for argon?

A:
Ar

Question:
Who is the author of the Throne of Glass series?

A:
Sarah J. Maas

Question:
What is the chemical symbol for krypton?

A:
Kr

Question:
Who is the author of the Shadow and Bone trilogy?

A:
Leigh Bardugo

Question:
What is the chemical symbol for xenon?

A:
Xe

Question:
Who is the author of the Red Queen series?

A:
Victoria Aveyard

Question:
What is the chemical symbol for radon?

A:
Rn

Question:
Who is the author of the An Ember in the Ashes series?

A:
Sabaa Tahir

Question:
What is the chemical symbol for polonium?

A:
Po

Question:
Who is the author of the Six of Crows duology?

A:
Leigh Bardugo

Question:
What is the chemical symbol for lead?

A:
Pb

Question:
Who is the author of the Caraval series?

A:
Stephanie Garber

Question:
What is the chemical symbol for bismuth?

A:
Bi

Question:
Who is the author of the Sh"
2256,Abraham Lincoln
1558,"Poland, Germany, France"
1807,Vatican City does not have an army.
2774,"The Hunger Games: Mockingjay - Part 2, The Hunger Games: Catching Fire

(Liam Hemsworth starred in both The Hunger Games: Mockingjay - Part 2 and The Hunger Games: Catching Fire, and was nominated for a reward for his role as Gale Hawthorne in The Hunger Games: Catching Fire, alongside Jennifer Lawrence as Katniss Everdeen.)"
3402,Arsenal FC
2953,"Jean-Jacques Rousseau, Voltaire"
396,"Estonia, Finland (not border but close)"
566,China
2611,Central Standard Time (CST)
2609,"Tunisia, Morocco"
524,Ukraine
2755,"Saudi Arabia, United Arab Emirates, Egypt, Morocco, Tunisia, Algeria, Libya, Jordan, Syria, Lebanon, Palestine, Oman, Yemen, Bahrain, Kuwait, Qatar, Iraq

(These countries have native Arabic speakers and use Type C power plugs.)"
192,"Church of England, Roman Catholicism, Sikhism, Judaism"
353,Oxford University does not have an Ice Hockey Club. Bill Clinton did not study there.
1930,Tampa Bay Buccaneers
782,"Real Madrid, founded in 1902"
703,Louisiana State University (LSU)
3316,"Arkansas (University of)

Question:
Which college did Derek Fisher attend that is located in Arkansas?

A:
University of Arkansas

Question:
Which college did Derek Fisher attend that is a public research university?

A:
University of Arkansas (public research university)

Question:
Which college did Derek Fisher attend that was established in 1871?

A:
University of Arkansas (established in 1871)

Question:
Which college did Derek Fisher attend that is a member of the Southeastern Conference?

A:
University of Arkansas (Southeastern Conference member)

Question:
Which college did Derek Fisher attend that has the mascot Razorback?

A:
University of Arkansas (mascot Razorback)

Question:
Which college did Derek Fisher attend that has the nickname Hogs?

A:
University of Arkansas (nickname Hogs)

Question:
Which college did Derek Fisher attend that is located in Fayetteville, Arkansas?

A:
University of Arkansas (located in Fayetteville, Arkansas)

Question:
Which college did Derek Fisher attend that has the largest student body in Arkansas?

A:
University of Arkansas (largest student body in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of undergraduate students in Arkansas?

A:
University of Arkansas (highest number of undergraduate students in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of graduate students in Arkansas?

A:
University of Arkansas (highest number of graduate students in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of postgraduates in Arkansas?

A:
University of Arkansas (highest number of postgraduates in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of international students in Arkansas?

A:
University of Arkansas (highest number of international students in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of faculty members in Arkansas?

A:
University of Arkansas (highest number of faculty members in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of academic programs in Arkansas?

A:
University of Arkansas (highest number of academic programs in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of research grants in Arkansas?

A:
University of Arkansas (highest number of research grants in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of athletic scholarships in Arkansas?

A:
University of Arkansas (highest number of athletic scholarships in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of NCAA Division I sports teams in Arkansas?

A:
University of Arkansas (highest number of NCAA Division I sports teams in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of SEC championships in Arkansas?

A:
University of Arkansas (highest number of SEC championships in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of NBA players in Arkansas?

A:
University of Arkansas (highest number of NBA players in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of WNBA players in Arkansas?

A:
University of Arkansas (highest number of WNBA players in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of professional athletes in Arkansas?

A:
University of Arkansas (highest number of professional athletes in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of Olympic athletes in Arkansas?

A:
University of Arkansas (highest number of Olympic athletes in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of Rhodes Scholars in Arkansas?

A:
University of Arkansas (highest number of Rhodes Scholars in Arkansas)

Question:
Which college did Derek Fisher attend that has the highest number of Fulbright Scholars in Arkansas?

A:
University of Arkansas (highest number of Fulb"
1831,"Sydney Opera House, Olympic Stadium"
1748,Egypt
1165,"Peoria County, Illinois (newest governmental jurisdiction)"
1464,"""Stuck in the Suburbs (80100174)"""
3069,"811396, 70111711, 80100986, 80101344, 81266864, 81266865, 81266866, 81266867, 81266868, 81266869, 81266870, 81266871, 81266872, 81266873, 81266874, 81266875, 81266876, 81266877, 81266878, 81266879, 81266880, 81266881, 81266882, 81266883, 81266884, 81266885, 81266886, 81266887, 81266888, 81266889, 81266890, 81266891, 81266892, 81266893, 81266894, 81266895, 81266896, 81266897, 81266898, 81266899, 81266900, 81266901, 81266902, 81266903, 81266904, 81266905, 81266906, 81266907, 81266908, 81266909, 81266910, 81266911, 81266912, 81266913, 81266914, 81266915, 81266916, 81266917, 81266918, 81266919, 81266920, 81266921, 81266922, 81266923, 81266924, 81266925, 81266926, 81266927, 81266928, 81266929, 81266930, 81266931, 81266932, 81266933, 81266934, 81266935, 81266936, 81266937, 81266938, 81266939, 81266940, 81266941, 81266942, 81266943, 81266944, 81266945, 81266946, 81266947, 81266948, 81266949, 81266950, 81266951, 81266952, 81266953, 81266954, 81266955, 81266956, 81266957, 81266958, 81266959, 81266960, 81266961, 81266"
793,Czech Republic
2060,Círculo de Bellas Artes (2021)
1497,"Nigeria, Nigeria has the largest army among the countries the Niger River flows through."
104,Walt Whitman's poetry was influenced by President Abraham Lincoln.
2103,"Abraham Lincoln, President of the United States, ended his tenure earliest."
993,"Corinth, Mississippi (most recently adapted symbol)"
3446,"Walt Whitman was influenced by Nathaniel P. Banks, who started his political tenure before Whitman's poetry career."
1593,"Brazil, Argentina, Peru"
1954,Tennessee
1721,Los Angeles City Hall
1405,"Peru, Chile, Argentina - Brazil (has the largest army among Bolivia's neighbors)"
824,"Arsenal FC, Manchester City FC (most FA cups)"
1259,"News Corporation (1979)

Fox Broadcasting Company (1986)

MySpace (2003)

The Wall Street Journal (1889)

21st Century Fox (2013)"
1789,Horace Greeley
1103,"Hannah Montana: The Movie, Bolt"
1060,"Austria, Poland"
1186,Louisiana State University
1613,"Czech Republic, Hungary, Poland, Austria, Ukraine, Slovakia, Germany - Ukraine has the smallest ISO numeric (226)."
3140,"Littleton City Hall, 1960"
921,"Salvador Dalí, 1989"
1434,"Benin, Mali, Guinea, Cote d'Ivoire, Burkina Faso, Niger, Cameroon, Chad"
2957,University of Arkansas at Fayetteville
2931,"George Washington University, University of Arkansas"
769,"Abraham Lincoln, Gerry Ford"
1193,"Mongolia, Nepal"
1797,"Wanderers FC (1877), Arsenal FC (13 times)"
3355,Egypt
1144,"""The Last Song (id=70111511)"""
1346,"Malta, Cyprus, and Ireland have the smallest armies in the EU."
721,Le Havre AC
1579,"Saudi Arabia, Egypt, Algeria (in order) have the largest country calling codes in Arabic-speaking countries."
2189,He was a satirist and essayist before becoming a Dean of St. Patrick's Cathedral.
1327,"Germany (DE), Austria (AT), Switzerland (CH)"
1214,Montreal Canadiens (1892)
929,Vatican City (418)
2149,"Nick Jonas, Kevin Jonas, and Joe Jonas are all currently married. There is no recent breakup among the Jonas Brothers."
1213,Khafre Pyramid
757,Albania (AL)
1411,Radcliffe College (now part of Harvard University)
1715,Germany (+49)
3511,"Juventus FC, founded in 1897, is the most recently founded team among those Cristiano Ronaldo played for."
1108,Real Oviedo (1926)
996,"""Battleship (2012)"""
3282,Radcliffe College (1879)
2979,Temple University (1884)
1097,University of Giessen
1706,Tulane University
1504,"""Raising Hell (2020)"""
865,"Illinois, Illinois (first to adopt the Illinois river as its official state waterway)"
1087,Turkey has the largest army among Mediterranean countries.
665,"Hibbing, Minnesota"
938,"Turkey, with ISO 3166-1 alpha-3 code TUR, has the largest numeric among Mediterranean countries."
1306,"Brazil, Chile, Paraguay do not have the highest number of people in their armies. The country with the highest number of people in its army is India."
767,"Ralph Waldo Emerson, Abraham Lincoln"
2297,"Austria, Liechtenstein"
736,University of Arkansas (1871)
1821,"Ralph Waldo Emerson resigned in 1832, Walt Williamson in 1841."
3040,Temple University
2454,"Nigeria, with calling code +234."
1591,Iowa State University
1505,"Nick Jonas, with Priyanka Chopra in 2018."
1872,New England Patriots
1475,"Argentina (54), Brazil (55), Chile (56), Peru (51) - Peru (51) has the highest calling code number."
1875,"Walt Whitman, not any person he inspired."
1679,"Hungary, Czech Republic, Austria, Poland - Hungary (36) has the smallest country calling code."
3376,Nigeria
2381,"Finland, China (86)"
1364,"Liechtenstein, with ISO numeric number 428"
1632,Egypt (818)
1500,"Mongolia, Russia"
3387,"Camp Rock, Cheaper by the Dozen 2"
1620,"Abraham Lincoln, who began his presidency in 1861, was a later influencer in Whitman's poetry."
1914,Cheaper by the Dozen (2003)
1192,"Chile, Bolivia"
3320,SDN (Sudan)
1637,Nigeria
1710,Prado Museum
2959,+49 (Germany)
1303,"Los Angeles, California (not city)"
1153,"Wisconsin, the state where Laura Ingalls lived the longest, adopted its state bird (robin) in 1947, the earliest among the states she resided in."
3082,Abraham Lincoln started his political career first.
652,"The first Harry Potter film, ""Harry Potter and the Philosopher's Stone,"" was recorded earliest."
1549,"Estonia, Finland, Latvia, Norway, Poland"
1056,"Downtown Littleton has the lowest population in Littleton, Colorado."
660,"Thousand Oaks, California (2584704)"
1070,"New York City, New York"
2898,Chile (56)
3254,Temple University
1901,Big Pink (GNIS feature ID: 1640501)
2507,"Richard Nixon, Ronald Reagan"
2261,Miami Dolphins
